neighbourhood,neighbourhood_cleansed,has_availability,first_review,instant_bookable
0,Vaugirard,t,0,f
0,Hôtel-de-Ville,t,0,t
"Paris, Île-de-France, France",Gobelins,t,0,t
"Paris, Île-de-France, France",Passy,t,0,t
0,Palais-Bourbon,t,2021-02-21,f
"Paris, Île-de-France, France",Vaugirard,t,2021-01-10,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-03-14,f
0,Passy,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-01-05,f
0,Entrepôt,t,0,f
0,Entrepôt,t,0,t
0,Luxembourg,t,0,f
0,Passy,t,2021-02-05,t
0,Luxembourg,t,0,f
"Paris, Île-de-France, France",Palais-Bourbon,t,0,t
"Paris, Île-de-France, France",Temple,t,0,t
0,Hôtel-de-Ville,t,0,t
"Paris, Île-de-France, France",Panthéon,t,0,t
"Paris, Île-de-France, France",Panthéon,t,2021-02-14,t
"Paris, Île-de-France, France",Panthéon,t,0,t
"Paris, Île-de-France, France",Gobelins,t,2020-12-30,t
"Paris, Île-de-France, France",Observatoire,t,0,t
"Paris, Île-de-France, France",Observatoire,t,0,t
0,Vaugirard,t,0,f
0,Buttes-Chaumont,t,0,f
0,Passy,t,2021-01-02,t
0,Hôtel-de-Ville,t,0,t
0,Popincourt,t,2021-01-02,f
"Paris, Île-de-France, France",Vaugirard,t,0,f
"Paris, Île-de-France, France",Opéra,t,0,f
"Paris, Île-de-France, France",Louvre,t,2021-03-14,f
"Paris, Île-de-France, France",Bourse,t,0,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,2021-02-06,f
"Paris, Île-de-France, France",Popincourt,t,0,f
"Paris, Île-de-France, France",Popincourt,t,0,f
"Paris, Île-de-France, France",Opéra,t,0,f
"Paris, Île-de-France, France",Popincourt,t,0,f
0,Buttes-Montmartre,t,0,t
"Paris, Île-de-France, France",Opéra,t,2021-01-15,t
"Paris, Île-de-France, France",Observatoire,t,2021-01-15,f
0,Passy,t,0,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,t
0,Ménilmontant,t,0,f
0,Louvre,t,0,t
0,Batignolles-Monceau,t,0,t
"Paris, Île-de-France, France",Temple,t,0,t
0,Batignolles-Monceau,t,2021-01-15,t
0,Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Opéra,t,2021-01-12,t
"Paris, Île-de-France, France",Entrepôt,t,0,t
0,Ménilmontant,t,0,t
0,Élysée,t,2020-12-25,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2021-02-12,t
"Paris, Île-de-France, France",Entrepôt,t,2021-01-11,f
"Paris, Île-de-France, France",Popincourt,t,2021-01-09,t
"Paris, Île-de-France, France",Vaugirard,t,2021-01-01,f
"Paris, Île-de-France, France",Entrepôt,t,0,t
0,Luxembourg,t,0,t
0,Passy,t,0,t
0,Élysée,t,0,t
0,Buttes-Montmartre,t,0,f
0,Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Gobelins,t,0,t
0,Observatoire,t,0,f
"Paris, Île-de-France, France",Bourse,t,2021-02-26,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,t
"Paris, Île-de-France, France",Luxembourg,t,0,t
"Paris, Île-de-France, France",Vaugirard,t,2021-01-26,t
"Paris, Île-de-France, France",Vaugirard,t,0,t
"Paris, Île-de-France, France",Vaugirard,t,2021-01-24,t
"Paris, Île-de-France, France",Vaugirard,t,2021-02-02,t
0,Ménilmontant,t,2021-04-05,t
0,Luxembourg,t,0,t
0,Observatoire,t,2021-01-24,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,t
0,Palais-Bourbon,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-03-20,t
0,Reuilly,t,0,t
"Paris, Île-de-France, France",Popincourt,t,2021-01-02,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,0,t
0,Vaugirard,t,2021-04-05,f
0,Temple,t,2021-01-10,t
"Paris, Île-de-France, France",Louvre,t,2021-02-14,t
0,Temple,t,0,t
"Paris, Île-de-France, France",Popincourt,t,2020-12-30,f
"Paris, Île-de-France, France",Reuilly,t,0,t
"Paris, Île-de-France, France",Hôtel-de-Ville,t,0,f
"Paris, Île-de-France, France",Temple,t,0,f
0,Louvre,t,2021-01-11,t
"Paris, Île-de-France, France",Reuilly,t,0,f
"Paris, Île-de-France, France",Ménilmontant,t,2021-02-13,t
0,Entrepôt,t,2021-01-17,t
"Paris, Île-de-France, France",Entrepôt,t,2021-03-08,t
0,Louvre,t,0,t
0,Batignolles-Monceau,t,0,f
0,Buttes-Montmartre,t,2021-01-11,t
"Paris, Île-de-France, France",Popincourt,t,2021-01-09,f
"Paris, Île-de-France, France",Entrepôt,t,2021-01-27,t
0,Palais-Bourbon,t,2021-02-20,f
0,Temple,t,0,f
0,Temple,t,2021-01-22,f
"Paris, Île-de-France, France",Opéra,t,2021-01-27,t
"Paris, Île-de-France, France",Bourse,t,2021-01-10,t
"Paris, Île-de-France, France",Opéra,t,2021-01-11,t
"Paris, Île-de-France, France",Vaugirard,t,2021-02-28,t
0,Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Bourse,t,2021-02-24,t
"Paris, Île-de-France, France",Entrepôt,t,0,f
"Paris, Île-de-France, France",Panthéon,t,2021-01-06,f
0,Buttes-Montmartre,t,2021-03-19,f
0,Batignolles-Monceau,t,2021-01-08,f
"Paris, Île-de-France, France",Louvre,t,0,f
0,Entrepôt,t,0,f
0,Batignolles-Monceau,t,0,f
0,Entrepôt,t,2021-02-07,t
"Paris, Île-de-France, France",Opéra,t,0,f
"Paris, Île-de-France, France",Entrepôt,t,2021-01-03,t
0,Observatoire,t,0,f
0,Palais-Bourbon,t,0,t
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2021-01-07,t
0,Gobelins,t,2021-03-19,f
"Paris, Île-de-France, France",Panthéon,t,0,t
"Paris, Île-de-France, France",Opéra,t,0,t
0,Panthéon,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,0,t
0,Vaugirard,t,0,t
0,Vaugirard,t,0,t
0,Vaugirard,t,0,f
0,Passy,t,0,t
"Paris, Île-de-France, France",Popincourt,t,0,t
0,Passy,t,0,t
0,Temple,t,0,t
"Paris, Île-de-France, France",Passy,t,2021-01-08,t
0,Buttes-Montmartre,t,0,t
"Paris, Île-de-France, France",Entrepôt,t,2021-01-10,f
0,Panthéon,t,0,t
0,Ménilmontant,t,2021-01-17,f
0,Temple,t,0,f
0,Reuilly,t,2021-01-15,f
"Paris, Île-de-France, France",Entrepôt,t,0,f
"Paris, Île-de-France, France",Entrepôt,t,2021-01-05,t
"Paris, Île-de-France, France",Entrepôt,t,2021-01-27,t
"Paris, Île-de-France, France",Popincourt,t,2021-01-20,t
0,Vaugirard,t,0,t
0,Buttes-Montmartre,t,2021-01-24,f
"Paris, Île-de-France, France",Popincourt,t,2021-01-25,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-02-23,t
0,Opéra,t,2021-02-15,f
"Paris, Île-de-France, France",Temple,t,2021-01-26,t
0,Passy,t,0,t
0,Popincourt,t,0,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Vaugirard,t,2021-01-07,f
0,Panthéon,t,0,t
"Paris, Île-de-France, France",Luxembourg,t,0,f
0,Panthéon,t,2021-01-15,t
"Paris, Île-de-France, France",Louvre,t,2021-01-07,t
0,Élysée,t,0,t
"Paris, Île-de-France, France",Entrepôt,t,2021-02-27,t
0,Ménilmontant,t,2021-01-17,t
0,Passy,t,0,t
0,Batignolles-Monceau,t,2021-01-30,t
"Paris, Île-de-France, France",Reuilly,t,2021-02-17,f
0,Vaugirard,t,2021-01-24,f
"Paris, Île-de-France, France",Opéra,t,0,t
0,Observatoire,t,0,t
"Paris, Île-de-France, France",Reuilly,t,2021-01-06,f
0,Popincourt,t,0,f
"Paris, Île-de-France, France",Passy,t,2021-03-05,f
0,Popincourt,t,0,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
0,Buttes-Chaumont,t,2021-01-25,t
0,Batignolles-Monceau,t,0,f
0,Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,0,t
0,Buttes-Montmartre,t,0,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,0,t
0,Vaugirard,t,2021-01-31,f
"Paris, Île-de-France, France",Entrepôt,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2021-01-12,f
0,Reuilly,t,0,f
"Paris, Île-de-France, France",Reuilly,t,2021-01-08,f
0,Observatoire,t,2021-01-17,f
0,Louvre,t,2021-01-22,t
0,Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2021-02-11,f
0,Passy,t,2021-03-12,f
"Paris, Île-de-France, France",Vaugirard,t,2021-02-13,t
"Paris, Île-de-France, France",Entrepôt,t,2021-01-15,f
"Paris, Île-de-France, France",Temple,t,2021-01-18,t
0,Hôtel-de-Ville,t,0,t
"Paris, Île-de-France, France",Luxembourg,t,2021-01-15,f
0,Ménilmontant,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2021-02-05,t
0,Entrepôt,t,0,f
0,Gobelins,t,2021-02-28,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Observatoire,t,2021-02-13,t
0,Passy,t,0,t
"Vincennes, Île-de-France, France",Reuilly,t,2021-02-14,t
0,Buttes-Montmartre,t,2021-02-07,t
0,Ménilmontant,t,0,f
"Paris, Île-de-France, France",Panthéon,t,0,t
"Paris, Île-de-France, France",Temple,t,2021-01-26,t
"Paris, Île-de-France, France",Élysée,t,2021-01-22,t
0,Batignolles-Monceau,t,2021-01-18,t
0,Palais-Bourbon,t,2021-02-03,t
0,Entrepôt,t,2021-03-13,f
"Paris, Île-de-France, France",Vaugirard,t,2021-01-16,t
0,Batignolles-Monceau,t,0,t
0,Vaugirard,t,0,t
0,Temple,t,2021-02-04,f
"Paris, Île-de-France, France",Bourse,t,2021-01-23,f
0,Opéra,t,2021-02-28,t
0,Reuilly,t,2021-01-23,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,0,t
"Paris, Île-de-France, France",Opéra,t,2021-01-24,t
0,Temple,t,0,t
"Paris, Île-de-France, France",Passy,t,0,t
0,Ménilmontant,t,0,t
0,Gobelins,t,2021-01-22,f
"Paris, Île-de-France, France",Entrepôt,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2021-01-22,t
0,Batignolles-Monceau,t,2021-01-12,t
"Paris, Île-de-France, France",Popincourt,t,0,f
0,Ménilmontant,t,2021-01-21,t
"Paris, Île-de-France, France",Observatoire,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-02-11,f
0,Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Élysée,t,2021-01-26,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,2021-01-23,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Opéra,t,2021-01-22,t
0,Batignolles-Monceau,t,0,f
0,Ménilmontant,t,0,t
0,Luxembourg,t,0,f
0,Passy,t,2021-02-07,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-01-26,f
"Paris, Île-de-France, France",Ménilmontant,t,2021-03-02,t
0,Opéra,t,0,f
0,Observatoire,t,2021-02-11,t
"Paris, Île-de-France, France",Popincourt,t,2021-01-30,f
"Paris, Île-de-France, France",Reuilly,t,0,f
0,Observatoire,t,2021-01-14,f
"Paris, Île-de-France, France",Entrepôt,t,0,f
0,Hôtel-de-Ville,t,2021-01-16,f
0,Hôtel-de-Ville,t,2021-01-31,f
0,Hôtel-de-Ville,t,2021-02-07,f
0,Hôtel-de-Ville,t,0,f
"Paris, Île-de-France, France",Temple,t,0,t
"Paris, Île-de-France, France",Entrepôt,t,2021-01-16,f
0,Entrepôt,t,0,t
"Paris, Île-de-France, France",Opéra,t,2021-02-18,f
"Paris, Île-de-France, France",Popincourt,t,2021-01-24,t
0,Popincourt,t,0,t
0,Buttes-Montmartre,t,0,t
0,Opéra,t,0,f
"Paris, Île-de-France, France",Panthéon,t,2021-01-25,f
0,Bourse,t,0,t
0,Vaugirard,t,2021-01-15,f
"Paris, Île-de-France, France",Luxembourg,t,0,f
0,Gobelins,t,0,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Opéra,t,0,f
0,Buttes-Chaumont,t,2021-01-24,t
0,Entrepôt,t,2021-01-24,t
"Paris, Île-de-France, France",Luxembourg,t,2021-01-13,f
"Paris, Île-de-France, France",Luxembourg,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
0,Ménilmontant,t,0,f
0,Élysée,t,2021-01-15,f
0,Ménilmontant,t,0,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,t
0,Bourse,t,0,t
"Paris, Île-de-France, France",Entrepôt,t,2021-02-19,t
"Paris, Île-de-France, France",Bourse,t,0,t
"Paris, Île-de-France, France",Palais-Bourbon,t,2021-03-06,t
0,Buttes-Montmartre,t,2021-01-21,t
0,Vaugirard,t,2021-01-24,t
0,Vaugirard,t,0,t
0,Vaugirard,t,2021-01-20,t
0,Vaugirard,t,2021-01-23,t
0,Vaugirard,t,2021-02-15,t
0,Vaugirard,t,0,t
0,Vaugirard,t,2021-01-17,t
0,Vaugirard,t,0,t
"Paris, Île-de-France, France",Vaugirard,t,2021-01-31,t
0,Vaugirard,t,2021-03-02,t
"Paris, Île-de-France, France",Passy,t,0,f
0,Popincourt,t,2021-01-17,f
"Paris, Île-de-France, France",Opéra,t,2021-01-17,t
0,Buttes-Chaumont,t,0,t
0,Temple,t,2021-03-14,t
"Paris, Île-de-France, France",Entrepôt,t,2021-01-22,t
"Paris, Île-de-France, France",Luxembourg,t,0,f
0,Reuilly,t,0,f
0,Luxembourg,t,0,t
"Paris, Île-de-France, France",Bourse,t,0,t
0,Temple,t,0,f
0,Buttes-Montmartre,t,0,t
0,Entrepôt,t,2021-02-28,t
"Paris, Île-de-France, France",Entrepôt,t,2021-01-15,f
0,Opéra,t,2021-01-18,f
0,Entrepôt,t,0,f
0,Louvre,t,0,f
0,Opéra,t,0,t
0,Passy,t,2021-01-18,f
"Paris, Île-de-France, France",Popincourt,t,0,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2021-04-02,t
"Paris, Île-de-France, France",Popincourt,t,0,t
0,Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,t
0,Passy,t,0,f
"Paris, Île-de-France, France",Temple,t,2021-02-14,t
"Paris, Île-de-France, France",Temple,t,2021-01-18,t
0,Entrepôt,t,0,t
0,Buttes-Montmartre,t,0,f
0,Luxembourg,t,0,t
"Paris, Île-de-France, France",Panthéon,t,0,t
"Paris, Île-de-France, France",Reuilly,t,2021-02-21,f
"Paris, Île-de-France, France",Luxembourg,t,2021-03-10,t
"Paris, Île-de-France, France",Observatoire,t,0,f
"Paris, Île-de-France, France",Entrepôt,t,2021-02-08,t
0,Buttes-Montmartre,t,2021-02-15,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,t
0,Buttes-Montmartre,t,2021-01-19,f
0,Buttes-Montmartre,t,0,t
0,Buttes-Montmartre,t,2021-02-18,t
0,Opéra,t,0,t
0,Ménilmontant,t,0,t
0,Popincourt,t,0,f
0,Bourse,t,0,f
"Levallois-Perret, Île-de-France, France",Batignolles-Monceau,t,0,f
0,Gobelins,t,0,f
"Paris, Île-de-France, France",Vaugirard,t,2021-01-28,f
0,Palais-Bourbon,t,0,t
0,Ménilmontant,t,2021-01-20,t
0,Gobelins,t,2021-03-08,f
"Paris, Île-de-France, France",Luxembourg,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,2021-01-19,f
"Paris, Île-de-France, France",Luxembourg,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-02-07,f
"Paris, Île-de-France, France",Panthéon,t,0,f
"Paris, Île-de-France, France",Entrepôt,t,0,t
"Paris, Île-de-France, France",Entrepôt,t,2021-01-17,t
"Paris, Île-de-France, France",Vaugirard,t,0,f
0,Entrepôt,t,0,t
0,Palais-Bourbon,t,2021-03-06,t
0,Panthéon,t,2021-02-19,t
0,Buttes-Montmartre,t,0,t
0,Luxembourg,t,0,t
0,Louvre,t,0,t
0,Passy,t,0,t
"Paris, Île-de-France, France",Opéra,t,2021-01-17,t
"Paris, Île-de-France, France",Popincourt,t,0,f
0,Passy,t,0,t
0,Buttes-Montmartre,t,0,f
0,Ménilmontant,t,0,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-03-03,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-02-15,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,t
0,Bourse,t,2021-01-21,t
0,Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Passy,t,2021-01-19,t
"Paris, Île-de-France, France",Passy,t,2021-02-02,t
"Paris, Île-de-France, France",Panthéon,t,2021-01-24,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Ménilmontant,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,0,f
0,Vaugirard,t,0,t
"Paris, Île-de-France, France",Luxembourg,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,0,f
"Paris, Île-de-France, France",Passy,t,2021-01-20,t
"Paris, Île-de-France, France",Popincourt,t,0,t
0,Passy,t,2021-02-14,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2021-02-07,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2021-01-23,t
0,Vaugirard,t,0,f
0,Batignolles-Monceau,t,2021-01-24,f
"Paris, Île-de-France, France",Popincourt,t,2021-01-25,f
0,Gobelins,t,0,t
"Paris, Île-de-France, France",Popincourt,t,2021-03-04,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-03-03,f
"Paris, Île-de-France, France",Passy,t,0,f
0,Hôtel-de-Ville,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,0,f
0,Luxembourg,t,2021-02-14,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-01-22,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,t
0,Vaugirard,t,2021-01-19,f
0,Ménilmontant,t,0,t
0,Passy,t,2021-01-31,t
"Paris, Île-de-France, France",Reuilly,t,0,f
"Paris, Île-de-France, France",Temple,t,0,f
0,Ménilmontant,t,0,f
0,Buttes-Montmartre,t,0,f
0,Gobelins,t,0,t
"Paris, Île-de-France, France",Gobelins,t,2021-01-27,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2021-01-31,f
0,Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2021-01-21,t
"Paris, Île-de-France, France",Opéra,t,2021-01-31,f
0,Vaugirard,t,0,t
0,Opéra,t,0,t
"Issy-les-Moulineaux, Île-de-France, France",Vaugirard,t,2021-01-22,f
0,Passy,t,2021-02-20,f
"Paris, Île-de-France, France",Entrepôt,t,2021-01-22,f
"Paris, Île-de-France, France",Entrepôt,t,0,t
"Paris, Île-de-France, France",Popincourt,t,2021-02-03,f
"Paris, Île-de-France, France",Vaugirard,t,2021-01-29,f
0,Popincourt,t,0,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2021-02-26,f
"Paris, Île-de-France, France",Bourse,t,2021-02-11,f
"Paris, Île-de-France, France",Bourse,t,2021-03-16,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-03-10,f
"Paris, Île-de-France, France",Popincourt,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,0,f
"Paris, Île-de-France, France",Reuilly,t,0,f
0,Batignolles-Monceau,t,2021-03-02,t
"Paris, Île-de-France, France",Palais-Bourbon,t,2021-03-08,t
0,Louvre,t,2021-01-22,t
"Paris, Île-de-France, France",Palais-Bourbon,t,0,t
0,Luxembourg,t,0,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,0,f
"Paris, Île-de-France, France",Palais-Bourbon,t,0,f
0,Ménilmontant,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,2021-01-22,t
0,Palais-Bourbon,t,0,f
0,Entrepôt,t,2021-03-21,f
0,Buttes-Montmartre,t,0,f
0,Popincourt,t,0,t
"Paris, Île-de-France, France",Palais-Bourbon,t,0,t
"Paris, Île-de-France, France",Vaugirard,t,0,t
"Paris, Île-de-France, France",Vaugirard,t,2021-03-10,t
"Paris, Île-de-France, France",Palais-Bourbon,t,2021-03-04,t
"Paris, Île-de-France, France",Vaugirard,t,0,t
"Paris, Île-de-France, France",Vaugirard,t,0,t
"Paris, Île-de-France, France",Vaugirard,t,2021-03-11,t
"Paris, Île-de-France, France",Temple,t,2021-02-26,f
"Paris, Île-de-France, France",Vaugirard,t,0,t
"Paris, Île-de-France, France",Vaugirard,t,2021-03-14,t
"Paris, Île-de-France, France",Vaugirard,t,2021-03-06,t
"Paris, Île-de-France, France",Vaugirard,t,0,t
"Paris, Île-de-France, France",Palais-Bourbon,t,2021-03-05,t
"Paris, Île-de-France, France",Vaugirard,t,0,t
"Paris, Île-de-France, France",Vaugirard,t,0,t
0,Vaugirard,t,2021-01-28,t
0,Panthéon,t,0,f
0,Palais-Bourbon,t,0,t
0,Entrepôt,t,0,t
"Paris, Île-de-France, France",Entrepôt,t,2021-02-20,t
0,Popincourt,t,0,t
0,Élysée,t,0,t
"Paris, Île-de-France, France",Reuilly,t,2021-02-26,t
"Paris, Île-de-France, France",Reuilly,t,2021-03-07,t
0,Reuilly,t,2021-02-13,t
"Paris, Île-de-France, France",Opéra,t,2021-03-13,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2021-01-31,f
0,Élysée,t,0,t
0,Luxembourg,t,0,f
0,Luxembourg,t,0,f
0,Luxembourg,t,0,f
0,Gobelins,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2021-01-31,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,0,t
"Paris, Île-de-France, France",Ménilmontant,t,0,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,0,f
0,Gobelins,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,t
0,Louvre,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,t
"Paris, Île-de-France, France",Vaugirard,t,0,t
"Paris, Île-de-France, France",Palais-Bourbon,t,0,t
"Paris, Île-de-France, France",Vaugirard,t,0,t
0,Passy,t,0,t
0,Opéra,t,0,t
"Paris, Île-de-France, France",Popincourt,t,2021-02-02,t
0,Popincourt,t,2021-01-31,f
0,Reuilly,t,0,t
0,Passy,t,0,t
0,Gobelins,t,2021-03-03,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Temple,t,0,t
"Paris, Île-de-France, France",Panthéon,t,2021-01-29,t
0,Observatoire,t,2021-01-26,f
"Paris, Île-de-France, France",Passy,t,0,f
"Paris, Île-de-France, France",Bourse,t,0,t
"Paris, Île-de-France, France",Panthéon,t,2021-02-06,f
0,Hôtel-de-Ville,t,0,f
0,Passy,t,0,f
"Paris, Île-de-France, France",Reuilly,t,2021-01-23,t
0,Vaugirard,t,0,f
"Paris, Île-de-France, France",Vaugirard,t,2021-02-05,f
0,Élysée,t,0,f
0,Buttes-Montmartre,t,2021-03-01,f
0,Bourse,t,2021-02-07,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2021-03-08,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,0,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-02-09,t
"Paris, Île-de-France, France",Opéra,t,0,t
"Paris, Île-de-France, France",Opéra,t,2021-02-19,t
"Paris, Île-de-France, France",Opéra,t,0,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-03-05,f
"Clichy, Île-de-France, France",Batignolles-Monceau,t,2021-02-14,f
"Paris, Île-de-France, France",Passy,t,0,t
"Paris, Île-de-France, France",Observatoire,t,2021-02-26,f
0,Opéra,t,0,t
0,Bourse,t,0,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
0,Reuilly,t,2021-02-02,t
0,Temple,t,0,t
"Paris, Île-de-France, France",Louvre,t,0,f
0,Popincourt,t,2021-02-21,f
0,Ménilmontant,t,2021-02-05,t
0,Popincourt,t,2021-02-01,f
0,Buttes-Chaumont,t,0,f
0,Buttes-Chaumont,t,0,f
"Paris, Île-de-France, France",Élysée,t,0,t
"Paris, Île-de-France, France",Vaugirard,t,0,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2021-03-07,t
"Paris, Île-de-France, France",Temple,t,2021-03-15,t
"Paris, Île-de-France, France",Temple,t,2021-02-14,t
0,Temple,t,2021-02-09,t
0,Batignolles-Monceau,t,2021-01-24,t
0,Vaugirard,t,2021-02-15,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2021-01-25,f
0,Batignolles-Monceau,t,2021-01-28,f
0,Buttes-Chaumont,t,2021-02-02,f
0,Opéra,t,0,f
0,Opéra,t,0,t
0,Temple,t,2021-01-29,f
0,Buttes-Montmartre,t,2021-02-05,t
"Paris, Île-de-France, France",Passy,t,2021-02-28,f
"Paris, Île-de-France, France",Luxembourg,t,2021-01-30,f
0,Passy,t,0,f
0,Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Popincourt,t,0,f
0,Buttes-Chaumont,t,2021-02-16,f
0,Buttes-Chaumont,t,2021-03-14,f
0,Buttes-Montmartre,t,0,f
0,Ménilmontant,t,2021-01-31,f
0,Ménilmontant,t,2021-01-31,f
"Paris, Île-de-France, France",Entrepôt,t,0,f
"Paris, Île-de-France, France",Temple,t,2021-01-30,f
0,Temple,t,2021-02-03,t
0,Élysée,t,2021-02-01,t
